inputs,label
White to move. Position is 2r2r2/p1q1bppk/1p6/n2b4/8/P4N2/1B2QPPP/3R1RK1 w - - 0 20. What is the best move?,rook on d1 captures bishop on d5
Black to move. Position is r2q1rk1/pp2ppbp/2n2np1/3P1b2/3P4/2N2N1P/PP2BPP1/R1BQ1RK1 b - - 0 10. What is the best move?,knight on f6 captures pawn on d5
White to move. Position is 6k1/4b1pp/p1b1p3/B4p2/2q5/2P5/3Q2PP/2R4K w - - 1 33. What is the best move?,rook on c1 to e1
White to move. Position is rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2. What is the best move?,knight on g1 to f3
White to move. Position is 4r3/p3Pp1k/bp2nP2/2p5/6Q1/8/PP3KPP/8 w - - 5 40. What is the best move?,queen on g4 to h5
White to move. Position is r4k2/2Rn1p2/p2r2p1/3p3p/1P6/3B1P2/P3RKPP/8 w - - 0 27. What is the best move?,pawn on h2 to h4
White to move. Position is 5rk1/pq3p1p/1pr1p1p1/8/P2P4/3QP3/5PPP/R4RK1 w - - 2 19. What is the best move?,rook on a1 to b1
White to move. Position is r3r1k1/1p1Rnp2/2p3p1/p1P4p/Pb2P2P/4B1P1/4NPK1/5R2 w - - 1 22. What is the best move?,rook on f1 to d1
Black to move. Position is 1r2kb1r/p4p2/2q2npp/1pnP1p2/8/P1QPB1P1/1P2PPBP/R4RK1 b k - 2 17. What is the best move?,queen on c6 to a6
White to move. Position is 8/q3k3/8/1QpP4/2P5/1K6/8/8 w - - 25 81. What is the best move?,king on b3 to b2
Black to move. Position is rnbqkb1r/pppppp1p/5np1/8/1P6/5NP1/P1PPPP1P/RNBQKB1R b KQkq - 0 3. What is the best move?,bishop on f8 to g7
White to move. Position is r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5. What is the best move?,knight on b1 to c3
White to move. Position is 3rk2r/2q2pp1/p2p1b1p/1p1bp3/4P3/P4P2/1PPQ2PP/1K1R1B1R w k - 0 19. What is the best move?,queen on d2 captures bishop on d5
White to move. Position is rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2. What is the best move?,pawn on c2 to c4
Black to move. Position is r3k2r/ppp2ppp/1bn1bn2/8/2Bq4/BQ3N2/P4PPP/R3R1K1 b kq - 0 15. What is the best move?,queen on d4 captures pawn on f2
White to move. Position is r2qr1k1/1p1b1ppp/p1p2n2/2Qp4/PP1P3n/3BP1N1/3N1PPP/2R2RK1 w - - 1 19. What is the best move?,queen on c5 to c2
Black to move. Position is r3k2r/1b1n1ppp/p3pn2/1pb5/8/1P2PN2/PB1NBPPP/R2R2K1 b kq - 5 12. What is the best move?,castling kingside
Black to move. Position is r1bq1rk1/ppp3pn/3b3p/3P1p2/2P1p3/1N5P/PPP1QPPN/R1B2RK1 b - - 3 14. What is the best move?,pawn on c7 to c5
Black to move. Position is rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on c7 to c5
White to move. Position is r1bqk2r/pp2p1b1/2np2pn/8/2P1p3/2N5/PPN2PP1/R1BQKB1R w KQkq - 0 11. What is the best move?,knight on c2 to e3
White to move. Position is r1bq1rk1/pp1n2pp/2p1p3/5p2/2PPpB2/P3P2P/1PQ2PP1/R3KB1R w KQ - 0 13. What is the best move?,bishop on f4 to d6
White to move. Position is 2r1r1k1/pp3pp1/6b1/3NnpPp/3q1B1P/4R3/PPP1Q1B1/2K5 w - - 0 24. What is the best move?,bishop on f4 captures knight on e5
Black to move. Position is 4r1k1/p1pb1ppp/Qbp1r3/8/1P6/2P2P2/R2P1P1P/2B2RK1 b - - 0 18. What is the best move?,rook on e6 to g6
Black to move. Position is rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on c7 to c5
White to move. Position is 6rr/pk1q2pp/6P1/3pnp2/Q4p2/P6N/1PP2PP1/2K4R w - - 0 32. What is the best move?,queen on a4 to b3
Black to move. Position is rn1qkb1r/p2p1p1p/bp3np1/2pP4/8/P1N2N2/1PQ1PPPP/R1B1KB1R b KQkq - 1 8. What is the best move?,pawn on d7 to d6
White to move. Position is r5k1/4npp1/3q1b2/pR1p4/Q2p3p/4PN1P/P3NPP1/6K1 w - - 0 27. What is the best move?,knight on f3 captures pawn on d4
White to move. Position is r3kb1r/p1n2ppp/np6/4pN2/4P3/2N3P1/PP3PKP/R1BR4 w kq - 1 14. What is the best move?,pawn on a2 to a4
White to move. Position is 1qrr2k1/pb2bp2/1pn1p1p1/7p/6Q1/P1BBPN2/1P3PPP/2RR2K1 w - - 0 21. What is the best move?,queen on g4 to h3
Black to move. Position is rn1q1rk1/1b2bppp/p2ppn2/1p6/3NP3/PBN1BP2/1PP3PP/R2Q1RK1 b - - 0 11. What is the best move?,knight on b8 to d7
White to move. Position is r3q1k1/1p3pp1/1np2b1p/p4b2/3P4/PBN2N1P/1P3PP1/2RQ2K1 w - - 0 18. What is the best move?,queen on d1 to d2
Black to move. Position is r4k2/pb2q1pN/1ppb4/7n/2BPp3/P5P1/1PQ4P/2BR2K1 b - - 0 22. What is the best move?,king on f8 to e8
White to move. Position is 5r1k/5p1p/pqrpbnp1/1p2p1b1/4P3/1NP1NB2/PP2QPPP/R3R1K1 w - - 2 20. What is the best move?,knight on b3 to c1
Black to move. Position is rnbq1rk1/2p1bppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 b - - 0 10. What is the best move?,knight on b8 to d7
Black to move. Position is r3r1k1/pp3pn1/3q2pp/1Q1p4/N2P4/4P2P/P4PP1/1RR3K1 b - - 0 24. What is the best move?,rook on e8 to e7
White to move. Position is r1b2rk1/pp2qp1p/2pb2p1/2n3P1/2pNP3/2NnB2P/PPQ2PB1/1K1R2R1 w - - 2 17. What is the best move?,pawn on h3 to h4
Black to move. Position is 7k/q4p1p/r1rpbnp1/P3p1b1/4P3/1p1RNB2/1P3PPP/R2Q1NK1 b - - 2 28. What is the best move?,pawn on h7 to h5
White to move. Position is r1r5/1b1nkppp/p3pn2/1pb5/8/1P2PN1P/PB1NBPP1/2RR1K2 w - - 3 16. What is the best move?,knight on f3 to d4
Black to move. Position is r5k1/p1pb1ppp/1bp1r3/8/QP6/2Pq1B2/R2P1PPP/2B2RK1 b - - 2 16. What is the best move?,rook on a8 to e8
Black to move. Position is r1bq1rk1/1pp2ppp/1bnp1n2/4pP2/p3P1P1/2PP1N1P/PPB1Q3/RNB2K1R b - - 0 13. What is the best move?,bishop on b6 to c5
Black to move. Position is rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2. What is the best move?,pawn on e5 captures pawn on f4
Black to move. Position is rn1q1rk1/1bp1bppp/pp2pn2/6B1/2QP4/P1N1PN2/1P2BPPP/2R1K2R b K - 1 12. What is the best move?,knight on b8 to d7
Black to move. Position is rnb1kbnr/pppp1ppp/8/8/2B1Pp1q/8/PPPP2PP/RNBQ1KNR b kq - 3 4. What is the best move?,pawn on d7 to d5
White to move. Position is 8/8/p2Pk3/1p3N2/6P1/3K4/Pb6/8 w - - 1 41. What is the best move?,pawn on g4 to g5
White to move. Position is r3k1nr/pp1b2bp/3q4/1B1Nnpp1/8/6B1/PP2QPPP/R3K1NR w KQkq - 2 14. What is the best move?,bishop on b5 captures bishop on d7
Black to move. Position is r1b1k2r/pp4pp/1qnbpn2/3p4/3P4/2NB1N2/PP3PPP/R1BQ1RK1 b kq - 3 12. What is the best move?,castling kingside
Black to move. Position is 8/r2bkR2/2pqpn1Q/pp3p2/2PP4/P3PP1P/1P6/2K2BR1 b - - 0 28. What is the best move?,king on e7 captures rook on f7
Black to move. Position is r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3. What is the best move?,pawn on a7 to a6
White to move. Position is 2r3k1/pp1bpp1p/q2p2p1/3P2Q1/2n5/2bN2PP/PP2PPB1/R5K1 w - - 0 23. What is the best move?,queen on g5 captures pawn on e7
Black to move. Position is r5k1/2R2p1p/6p1/1p6/p1b5/P4P2/5K2/4R3 b - - 1 36. What is the best move?,rook on a8 to d8
Black to move. Position is 3R4/q3rppk/1p5p/8/P7/3Q1BP1/1r2PP1P/6K1 b - - 3 29. What is the best move?,pawn on g7 to g6
White to move. Position is rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3. What is the best move?,pawn on d4 to d5
White to move. Position is rn2kb1r/p2qpppp/1p6/3n4/3N4/6P1/PP2PPKP/RNBQ1R2 w kq - 0 10. What is the best move?,pawn on e2 to e4
Black to move. Position is rnbqkb1r/pp3ppp/4pn2/3p4/2PN4/6P1/PP2PPBP/RNBQK2R b KQkq - 1 6. What is the best move?,pawn on e6 to e5
White to move. Position is rnbqkb1r/pp3ppp/2p1pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5. What is the best move?,pawn on e2 to e3
Black to move. Position is rnbqkb1r/pppppppp/5n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2. What is the best move?,pawn on d7 to d5
White to move. Position is 6rr/pk1q2pp/6n1/3p1p2/5Q2/P6N/1PP2PP1/2K4R w - - 0 33. What is the best move?,queen on f4 to d4
White to move. Position is r1bq1rk1/1p2bppp/p1nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2Q1RK1 w - - 1 10. What is the best move?,pawn on a2 to a4
White to move. Position is 1rbqr1k1/b4ppp/2R5/pp6/3p1N2/6P1/PPQ1PPBP/2R3K1 w - - 2 21. What is the best move?,bishop on g2 to d5
White to move. Position is 8/5p1k/1P1pb1p1/Q7/P5n1/6P1/5B2/1rr2BK1 w - - 1 35. What is the best move?,bishop on f2 to d4
White to move. Position is r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4. What is the best move?,pawn on c2 to c3
White to move. Position is 8/1b2nk1p/1p5B/2p2P2/Q6P/1P2Nq1K/P7/8 w - - 2 53. What is the best move?,king on h3 to h2
Black to move. Position is r2q1rk1/2p3pp/p3b3/1p1pP3/3P4/3Q1Pp1/PPB3P1/R1B2RK1 b - - 1 18. What is the best move?,bishop on e6 to f5
White to move. Position is 1rr3k1/1q2bpp1/2bppnnp/1p6/4PP2/2N1BBPP/PP1NQ2K/2RR4 w - - 0 25. What is the best move?,pawn on b2 to b4
White to move. Position is 8/3b4/3Pk2K/pp6/5PP1/P1nBN3/8/8 w - - 1 58. What is the best move?,pawn on f4 to f5
White to move. Position is r1bqk2r/pp2p1bp/2np2pn/5p2/2P1P2P/2N5/PPN2PP1/R1BQKB1R w KQkq - 0 9. What is the best move?,bishop on f1 to e2
Black to move. Position is rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4. What is the best move?,bishop on f8 to b4
White to move. Position is r1bqk2r/pp3pp1/1n1bpn1p/2p5/3P1B2/1B3N2/PPP1QPPP/R3K1NR w KQkq - 2 11. What is the best move?,bishop on f4 captures bishop on d6
White to move. Position is r1r3k1/5pp1/p1Ppb1nb/np2p2Q/4P3/N1P3P1/PP3P2/R2BK2R w KQ - 3 21. What is the best move?,knight on a3 to c2
White to move. Position is r1b1k1nr/ppp2ppp/1bn2q2/4p3/2BP1N2/5N2/P4PPP/R1BQ1RK1 w kq - 0 13. What is the best move?,pawn on d4 captures pawn on e5
White to move. Position is r1bqk1nr/pppp1ppp/2n5/b7/2BpP3/2P2N2/P4PPP/RNBQK2R w KQkq - 0 7. What is the best move?,castling kingside
White to move. Position is b4r1k/p2n2p1/1p1ppr2/6qp/PPPPp3/Q3N3/R3BPPP/5RK1 w - - 0 26. What is the best move?,pawn on a4 to a5
Black to move. Position is rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on e7 to e5
White to move. Position is rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3. What is the best move?,knight on b1 to c3
White to move. Position is 4r1k1/p1p1q1pp/1p1ppr2/n4p2/P1PP1P2/2PBPQ2/6PP/RR4K1 w - - 0 18. What is the best move?,pawn on e3 to e4
Black to move. Position is r1bq1rk1/p1p3pp/1p1pp3/n1P2p2/2PPn3/5NP1/P1QBPPBP/R4RK1 b - - 1 12. What is the best move?,knight on e4 captures bishop on d2
Black to move. Position is 8/1p1r3k/p4p2/4pP2/1Pb1P3/2P1BK1p/2N5/3nR3 b - - 2 45. What is the best move?,knight on d1 captures pawn on c3
White to move. Position is r1bq1rk1/1p2n1b1/3p1np1/p1pPpp1p/P1P1P2P/2N1BP2/1PQ1BNP1/R3K2R w KQ c6 0 16. What is the best move?,castling queenside
White to move. Position is r2qrnk1/pp4pp/3p1p2/2bPn1PP/8/P1N3N1/1P3PK1/R1BQ1R2 w - - 0 20. What is the best move?,knight on c3 to e4
Black to move. Position is 2b1r3/5pkp/p2p2p1/2P5/2P1P2P/2N1K3/P2rB2P/7R b - - 1 22. What is the best move?,rook on d2 to c2
Black to move. Position is rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4. What is the best move?,pawn on c7 to c5
Black to move. Position is rn2k3/ppp4p/2b1pnr1/4qpB1/7Q/P1N5/1PP1B1PP/2KR3R b q - 10 15. What is the best move?,knight on b8 to d7
Black to move. Position is 5Rk1/3b2p1/1p4qp/p1pPp1pn/P1P1P3/2PQ4/2B3PP/4B1K1 b - - 0 25. What is the best move?,king on g8 captures rook on f8
Black to move. Position is 3rn3/R4k2/1P3p2/7P/p2N1B2/3K1b2/P7/8 b - - 2 51. What is the best move?,king on f7 to g8
Black to move. Position is 1r3rk1/2pq2bp/Qp2p3/p4p2/6p1/3P2P1/PP3PBP/2RR1K2 b - - 0 24. What is the best move?,pawn on c7 to c5
Black to move. Position is rnbqkbnr/pppp1ppp/8/8/4Pp2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 3. What is the best move?,pawn on g7 to g5
White to move. Position is r1bq1rk1/ppp2ppp/2n1p3/3p4/2PPn3/4PN2/PPQ2PPP/R1B1KB1R w KQ - 1 9. What is the best move?,pawn on a2 to a3
Black to move. Position is rnbqkb1r/pppppp1p/5np1/8/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq - 0 3. What is the best move?,bishop on f8 to g7
Black to move. Position is r1b2rk1/pp1nqppp/2p1p3/3p4/2PP4/2QBPN2/PP3PPP/R4RK1 b - - 3 11. What is the best move?,pawn on d5 captures pawn on c4
Black to move. Position is 8/8/8/4pk2/3BN2p/5P2/4K3/8 b - - 0 69. What is the best move?,pawn on e5 captures bishop on d4
Black to move. Position is rn3rk1/pp3ppp/4b3/4P3/q2N4/2Q5/P4PPP/R1B1KB1R b - - 4 15. What is the best move?,bishop on e6 to d7
White to move. Position is rnbqkbnr/pp2pppp/2p5/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3. What is the best move?,knight on g1 to f3
Black to move. Position is rnbqk1nr/p1ppppbp/1p4p1/8/3PP3/2P1B3/PP3PPP/RN1QKBNR b KQkq - 1 4. What is the best move?,bishop on c8 to b7
White to move. Position is r1q2rk1/pp2bppp/3pb3/8/3BQ3/1B6/PPP3PP/R4RK1 w - - 1 16. What is the best move?,queen on e4 to e3
White to move. Position is r2qkb1r/2p2ppp/p1n1b3/1pnpP3/8/1B3N2/PPP1QPPP/RNB2RK1 w kq - 3 10. What is the best move?,rook on f1 to d1
Black to move. Position is r1bqk2r/pp1n1ppp/3bpn2/6B1/8/1NNB4/PPP1QPPP/R3K2R b KQkq - 4 11. What is the best move?,bishop on d6 to e5
Black to move. Position is r4rk1/pp2q1pp/2n1pn2/8/1bP2P2/2N1BQ2/PP2B1PP/R3K2R b KQ - 5 13. What is the best move?,pawn on e6 to e5
White to move. Position is rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2. What is the best move?,pawn on c2 to c4
Black to move. Position is 8/6k1/2Rp2pp/4p3/P5P1/3PK2P/Pr6/8 b - - 4 34. What is the best move?,rook on b2 captures pawn on a2
Black to move. Position is r1b2rk1/pp1p1p2/4pp1p/2n5/1PP5/P7/4PPPP/R3KBNR b KQ - 0 12. What is the best move?,knight on c5 to a4
Black to move. Position is r2q2k1/pp3ppp/5n2/8/2Pn1P2/3P4/P1PBbKPP/RQ5R b - - 1 16. What is the best move?,knight on f6 to g4
Black to move. Position is 8/1pr2pk1/1p1rbn1p/3p2p1/1N1P2P1/1B3P1P/PP2R1K1/4R3 b - - 0 31. What is the best move?,knight on f6 to h7
White to move. Position is r1bqr1k1/pp3pbp/3p1np1/2pP4/1n2PB2/2N2N2/PPQ1BPPP/R4RK1 w - - 10 12. What is the best move?,queen on c2 to b1
Black to move. Position is r2q1rk1/pb3pbp/1p3nn1/2p1p1N1/2B1P3/2P1B3/PP1NQPP1/2KR3R b - - 1 14. What is the best move?,pawn on b6 to b5
White to move. Position is r1br2k1/p1q1b2p/1p3ppB/3Pp3/2PpP2P/P2BQ3/R4PP1/1R4K1 w - - 0 24. What is the best move?,queen on e3 to g3
White to move. Position is rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4. What is the best move?,pawn on e2 to e3
Black to move. Position is r1bqkb1r/pp2p2p/2n1pnp1/2Pp4/7P/2NB1N2/PPP1QPP1/R1B1K2R b KQkq - 2 10. What is the best move?,bishop on f8 to g7
White to move. Position is r2q1rk1/1b1nbpp1/3p3p/2p1P3/1p2n2B/1B3N1P/PP3PP1/RN1QR1K1 w - - 0 18. What is the best move?,bishop on b3 to d5
Black to move. Position is rnb1kb1r/1p3p1p/p2ppp2/8/4PP2/qNN5/P1PQB1PP/R3K2R b KQkq - 1 11. What is the best move?,pawn on h7 to h5
Black to move. Position is r1b1qrk1/pp1pBpp1/1bp4p/3nP3/2BP4/1Q3N2/PP1N1PPP/R4RK1 b - - 0 13. What is the best move?,queen on e8 captures bishop on e7
Black to move. Position is r1bq1rk1/pppp1ppp/2n2n2/4p3/1bP5/2N2NP1/PP1PPPBP/R1BQ1RK1 b - - 4 6. What is the best move?,pawn on e5 to e4
White to move. Position is 2k4r/pppq4/2nbrpp1/3p1n2/3P1P1p/2PQ3P/PP1BN1PN/2KR1R2 w - - 4 22. What is the best move?,rook on d1 to e1
White to move. Position is r1bqr1k1/pppp1ppp/2n2n2/1Bb1N3/4P3/2N5/PPPP1PPP/R1BQ1RK1 w - - 1 7. What is the best move?,knight on e5 to f3
White to move. Position is r1bq1rk1/3n2b1/1p1p1nBp/p1pP4/P1P3P1/2N3QP/1P1BN3/R4K1R w - - 1 21. What is the best move?,king on f1 to g2
Black to move. Position is 3r1rk1/pp1n1p1p/1qp2np1/5NQ1/8/1B2P3/PP3PPP/2RR2K1 b - - 1 21. What is the best move?,knight on f6 to e4
Black to move. Position is 3r1nk1/pp3pp1/2p1b2p/2q5/3N1Q1P/2P1R3/PPB2PP1/6K1 b - - 2 21. What is the best move?,queen on c5 to d6
White to move. Position is r1bqk2r/ppp2ppp/1bnp1n2/8/2BPP3/2N2N2/P4PPP/R1BQ1RK1 w kq - 3 10. What is the best move?,pawn on e4 to e5
White to move. Position is 2r1r1k1/pp3pp1/6b1/2qNnpPp/3n1B1P/4R3/PPP1Q1B1/2KR4 w - - 12 23. What is the best move?,rook on d1 captures knight on d4
White to move. Position is 8/7R/2bk2p1/8/P3p3/3N1rP1/4K2P/8 w - - 0 51. What is the best move?,knight on d3 to f4
Black to move. Position is 2r2qk1/3R4/6p1/1p1Q3p/8/n3P2P/5PP1/6K1 b - - 3 38. What is the best move?,king on g8 to h8
White to move. Position is r1bqrnk1/pp2bppp/2p5/3p2B1/3Pn3/2NBPN2/PPQ2PPP/4RRK1 w - - 11 12. What is the best move?,bishop on g5 to f4
White to move. Position is rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2. What is the best move?,knight on g1 to f3
White to move. Position is r2r2k1/1p2p1b1/5qp1/PNp2b1p/2P2pn1/1Q3B1P/6P1/2RRB1K1 w - - 0 34. What is the best move?,pawn on h3 captures knight on g4
White to move. Position is 7b/P4K2/2N5/5p2/8/8/4kP2/3q4 w - - 0 58. What is the best move?,pawn on a7 promotes to queen on a8q
White to move. Position is 8/1r1kbppp/3p4/1p2pP2/4P3/2P1B3/1P3KPP/R7 w - - 0 27. What is the best move?,rook on a1 to a8
White to move. Position is r1bq1rk1/p5b1/3p1n1p/1pp1pP2/2Pn4/2NB3N/PP4PP/R1BQ1RK1 w - - 0 15. What is the best move?,knight on c3 captures pawn on b5
Black to move. Position is rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on d7 to d5
Black to move. Position is r2q1rk1/pp2bppp/2n1bn2/3pP3/5B2/1NN5/PPP1B1PP/R2Q1R1K b - - 0 13. What is the best move?,knight on f6 to e4
Black to move. Position is 6k1/1br3p1/4pq1p/8/8/1Q4P1/P1R4P/2R1K3 b - - 2 31. What is the best move?,queen on f6 to e5
White to move. Position is rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2. What is the best move?,knight on g1 to f3
Black to move. Position is r1b2rk1/pp2np1B/4pp2/4P3/3P1R2/8/q1P3PP/1R1Q3K b - - 0 19. What is the best move?,king on g8 to h8
White to move. Position is r3k1nr/pbpq2pp/1pn1p3/3pPp2/1b1P3P/2NB2Q1/PPP2PP1/R1B1K1NR w KQkq - 3 9. What is the best move?,knight on g1 to e2
Black to move. Position is 5rk1/pp1Q1p1p/q2p2p1/3P4/8/2Rn2PP/P3PPB1/6K1 b - - 0 26. What is the best move?,knight on d3 to c5
White to move. Position is rn2kbnr/pp2pp1p/6p1/3q4/3p4/2P2N2/PP3PPP/RNBQK2R w KQkq - 0 8. What is the best move?,pawn on c3 captures pawn on d4
Black to move. Position is 5k2/p5pp/2p2n2/2N1bp1b/2P1p3/P2rB2P/1P3PP1/R3R1K1 b - - 1 27. What is the best move?,rook on d3 to d6
White to move. Position is rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 5. What is the best move?,bishop on f1 to e2
Black to move. Position is r1bq1rk1/1pp1n1b1/3p1np1/p2Ppp1p/P1P1P2P/2N1BP2/1PQ1BNP1/R3K2R b KQ - 1 15. What is the best move?,pawn on f5 to f4
Black to move. Position is 6b1/5kp1/p4p1p/2NP1P2/p3P1P1/1nR2K1P/1r2N3/8 b - - 0 43. What is the best move?,knight on b3 to d2
Black to move. Position is rnr3k1/pp3pp1/5b1p/q1PR4/8/4PN2/PPQ2PPP/1K3B1R b - - 0 14. What is the best move?,knight on b8 to c6
White to move. Position is 2krr3/ppp4p/3b4/3q2p1/3P4/2P2N1b/PP2BK2/R2Q2R1 w - - 0 20. What is the best move?,rook on g1 captures pawn on g5
Black to move. Position is 8/5pk1/7p/5P2/6PK/2Rbr2P/8/8 b - - 1 54. What is the best move?,rook on e3 to f3
White to move. Position is 6k1/p4p1p/bp3Pn1/3r1N2/1p6/1Pr3P1/P3P1BP/5R1K w - - 0 32. What is the best move?,bishop on g2 captures rook on d5
White to move. Position is 3r4/1pr2pk1/1p3n1p/1b1pR3/1N1P2P1/P4PK1/1PB5/4R3 w - - 3 39. What is the best move?,rook on e1 to h1
White to move. Position is rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2. What is the best move?,pawn on d2 to d4
Black to move. Position is r1r3k1/5ppp/q2Rpb2/p3N3/PpN1P3/1Pn2Q2/5PPP/R5K1 b - - 2 24. What is the best move?,queen on a6 to b7
Black to move. Position is r4r1k/p4pp1/2n4p/q3n2Q/1P2N2R/8/P5PP/3R3K b - - 0 25. What is the best move?,queen on a5 to c7
Black to move. Position is 8/4rk2/1n6/3p3R/3P1P1P/p3r3/3R4/6K1 b - - 1 52. What is the best move?,rook on e3 to e2
Black to move. Position is 5bk1/1b3p2/1q4pp/1p1Pp3/r3P1N1/1N1Q3P/5PP1/2R3K1 b - - 5 31. What is the best move?,rook on a4 to a3
White to move. Position is 8/8/7N/2k1p1pP/1p2P2r/1P1K4/2P5/8 w - - 1 52. What is the best move?,knight on h6 to f7
White to move. Position is br6/2rn1p2/4pk2/2n3Rp/p1N1P2P/BP2KP2/P1N1B3/8 w - - 0 32. What is the best move?,pawn on b3 to b4
White to move. Position is r1bqkb1r/pp3ppp/2nppn2/8/3NP3/2N3P1/PPP2P1P/R1BQKB1R w KQkq - 1 7. What is the best move?,bishop on f1 to g2
Black to move. Position is rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on c7 to c5
Black to move. Position is rn3rk1/ppp4p/5P2/3P1bBn/3Q3P/6q1/PPPKB3/6RR b - - 4 18. What is the best move?,pawn on c7 to c5
White to move. Position is r1bqk2r/5ppp/p2pp3/1p2nPbQ/3NP3/2N5/PPP4P/1K1R1B1R w kq - 4 16. What is the best move?,pawn on h2 to h4
White to move. Position is B1b3rk/5p1p/p7/4p3/RN2Pp2/2P2P2/1P2KbqP/3Q4 w - - 0 26. What is the best move?,king on e2 to d3
White to move. Position is rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2. What is the best move?,knight on g1 to f3
Black to move. Position is 2rrk3/p4ppp/bp1Pp3/8/1RPP4/3K2P1/P4PBP/1R6 b - - 2 24. What is the best move?,rook on d8 captures pawn on d6
White to move. Position is r3r1k1/1pq2pp1/2p2n2/1pNn4/P1QN2b1/6P1/3RPP2/2R3KB w - - 0 26. What is the best move?,pawn on a4 captures pawn on b5
Black to move. Position is r4rk1/pbq1bppp/1p2pn2/2ppB3/5P2/1P1BP1N1/P1PP2PP/R2Q1RK1 b - - 0 12. What is the best move?,queen on c7 to d8
Black to move. Position is rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on c7 to c5
Black to move. Position is r4rk1/pp2bppp/2qpb3/8/3BQ3/1B3R2/PPP3PP/4R1K1 b - - 4 17. What is the best move?,queen on c6 captures queen on e4
Black to move. Position is r1q1r1k1/1bpnbppp/1p2pn2/p7/2PP1B2/2NB1N2/PP2QPPP/R2R2K1 b - - 3 13. What is the best move?,pawn on c7 to c5
Black to move. Position is r1b2rk1/4qpbp/p2p4/1p2p3/P3Pp2/2PB4/1PN2PPP/R2Q1RK1 b - - 0 16. What is the best move?,pawn on b5 captures pawn on a4
Black to move. Position is r2qr1k1/pppn1ppp/6b1/4p3/1PP5/P1B1PP2/1Q2B1PP/R4RK1 b - - 6 16. What is the best move?,pawn on c7 to c5
White to move. Position is 2r1k2r/pp1b1ppp/1qn1p3/3pPn2/1b1P1P2/P2Q1N2/1B4PP/RN2KB1R w KQk - 0 12. What is the best move?,knight on b1 to d2
Black to move. Position is 4nk1n/7p/p2p2pP/2pP1pP1/2P2P2/6N1/Pb1B4/1B1K4 b - - 6 38. What is the best move?,bishop on b2 to d4
Black to move. Position is r1br1bk1/p1q4p/1p3pp1/3Pp3/2PpP2P/P2B2Q1/R2B1PP1/1R4K1 b - - 3 25. What is the best move?,king on g8 to g7
