inputs,label
Black to move. Position is r4rk1/3qb1pp/p3p3/1b1p1p1n/1p1P4/6PP/PP1BPPBK/1NRQ2R1 b - - 3 19. What is the best move?,pawn on a6 to a5
White to move. Position is 4b3/6p1/5k1p/7P/1P4P1/5P1R/1r6/5K2 w - - 5 54. What is the best move?,pawn on f3 to f4
Black to move. Position is r4rk1/2pbq3/7p/p1pPp3/2P1Pp2/2QN2P1/PP3RP1/4R1K1 b - - 0 25. What is the best move?,pawn on f4 captures pawn on g3
Black to move. Position is r1bqk2r/5pbp/p1np4/1p1Npp2/4P3/N1PB4/PP3PPP/R2QK2R b KQkq - 1 12. What is the best move?,bishop on c8 to e6
White to move. Position is 3r1k2/1R1P1p1p/4p1p1/p1Nb4/P4P2/6P1/5K1P/8 w - - 3 36. What is the best move?,rook on b7 to a7
White to move. Position is rn4kr/p1p1qpp1/bp2p3/3pP2p/3P1Q1P/P1nBBR2/2P2PP1/R3K1N1 w Q - 4 15. What is the best move?,knight on g1 to h3
White to move. Position is 8/R6P/1p2bk2/2p5/2P1p3/1P3p2/P3B2r/1K6 w - - 0 46. What is the best move?,bishop on e2 to d1
Black to move. Position is 1r4k1/2pn2p1/q2pbp1p/2p1P3/rP2P3/P2PN1P1/1BR1Q1KP/5R2 b - - 0 28. What is the best move?,knight on d7 captures pawn on e5
White to move. Position is 2rq1rk1/1b1nbppp/pp1p1n2/4p3/P3P3/1NN1BP2/1PP1B1PP/R2Q1R1K w - - 1 13. What is the best move?,knight on b3 to d2
White to move. Position is r1b1kb1r/1pqp1ppp/p1n1pn2/8/3NP3/2NBB3/PPP2PPP/R2QK2R w KQkq - 5 8. What is the best move?,queen on d1 to e2
White to move. Position is 2r3k1/4qpp1/R3p2p/1p6/1P2P3/P1r2P2/1Q4PP/4RnK1 w - - 0 32. What is the best move?,rook on a6 to a8
White to move. Position is r2q1rk1/1bpnbppp/pp2pn2/6B1/2QP4/P1N1PN2/1P2BPPP/2R1K2R w K - 2 13. What is the best move?,queen on c4 to a2
White to move. Position is r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5. What is the best move?,knight on b1 to c3
White to move. Position is r1bqkbnr/pp1p1ppp/2n1p3/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5. What is the best move?,knight on b1 to c3
Black to move. Position is rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3. What is the best move?,knight on g8 to f6
White to move. Position is 4r3/5pk1/p4qp1/2p4p/PrPbBP2/8/2Q3PP/4RR1K w - - 1 30. What is the best move?,pawn on f4 to f5
Black to move. Position is 8/5ppk/4p2p/R7/1P1qP3/P4PQ1/2rr2PP/5R1K b - - 8 38. What is the best move?,rook on d2 to d1
White to move. Position is 6k1/1p3p1p/p1p3pn/2P5/2N1P3/1P3P2/r5PP/4R1K1 w - - 0 28. What is the best move?,rook on e1 to d1
Black to move. Position is 5rk1/1B2p1b1/5qp1/PNp2b2/2P2pp1/1Q4P1/8/3RB1K1 b - - 0 37. What is the best move?,pawn on g6 to g5
Black to move. Position is 3kb3/p7/1p3p1P/2p1pQ2/2P3q1/8/PPBr4/1K2R3 b - - 2 36. What is the best move?,queen on g4 to h4
White to move. Position is 8/7p/3p1Q2/3P3k/1p2Pp2/6qP/r5P1/7K w - - 0 41. What is the best move?,queen on f6 to f5
Black to move. Position is 8/7k/4p3/4N1pp/pn6/6P1/1B3P2/5K2 b - - 3 48. What is the best move?,pawn on h5 to h4
White to move. Position is r1b3k1/5p1p/2q1p1p1/p1N1P3/2PQ1P2/6P1/P4r1P/1R4K1 w - - 0 30. What is the best move?,king on g1 captures rook on f2
Black to move. Position is 6n1/1p3pkp/2pN2p1/2P5/P3P3/5P2/6PP/6K1 b - - 2 33. What is the best move?,knight on g8 to f6
Black to move. Position is r1br1bk1/2q2ppp/p1n1pn2/p3P3/3N4/2N1BB2/1PP3PP/R2Q1R1K b - - 2 17. What is the best move?,knight on c6 captures knight on d4
White to move. Position is 2kr2nr/1pp2ppp/p1p5/8/4P3/2b1B3/PPP1KPPP/R6R w - - 0 12. What is the best move?,pawn on b2 captures bishop on c3
Black to move. Position is 1n1r4/r4pkp/pp4p1/4p3/8/1P2PNP1/P1R2PKP/5R2 b - - 1 19. What is the best move?,pawn on e5 to e4
Black to move. Position is r2qkb1r/pp2pppp/2n5/3n4/3P4/1QN2P2/PP3P1P/R1B1KB1R b KQkq - 0 9. What is the best move?,pawn on e7 to e6
Black to move. Position is r3k2r/pppqn1pp/5p2/8/3P4/5N2/PP2QPPP/2R1R1K1 b kq - 3 16. What is the best move?,king on e8 to f7
White to move. Position is r2qkbnr/pp1nppp1/2p3bp/8/3P3P/5NN1/PPP2PP1/R1BQKB1R w KQkq - 2 8. What is the best move?,bishop on f1 to d3
Black to move. Position is 2rqk2r/pp3pp1/2nN2b1/3NnpPp/7P/8/PPP1Q1B1/R1B1K2R b KQk - 0 16. What is the best move?,queen on d8 captures knight on d6
Black to move. Position is r1bq2k1/pp1n2pp/8/2ppP3/2P1P3/P1N5/1P1QB1PP/5RK1 b - - 0 18. What is the best move?,pawn on d5 to d4
Black to move. Position is 8/1r6/6pp/2kNp3/1p2P1PP/1P2K3/2P5/8 b - - 0 46. What is the best move?,rook on b7 to f7
White to move. Position is r2b1kn1/p2q1p2/3Nb3/3pP2r/1PpN1Bpp/4Q3/P4PPP/R3R1K1 w - - 6 21. What is the best move?,pawn on f2 to f3
Black to move. Position is 8/pb1R1k1p/1pn1qp1B/1Np2p2/5Q1P/1P4P1/P4P1K/8 b - - 0 33. What is the best move?,queen on e6 captures rook on d7
White to move. Position is r5k1/p3Bqpr/1pn1pPN1/1npp2Qp/7P/P2P2R1/5PP1/4RK2 w - - 7 28. What is the best move?,pawn on f6 captures pawn on g7
Black to move. Position is 2B5/bP2rp2/R5p1/4p3/4P3/1K3Pk1/1P6/8 b - - 2 48. What is the best move?,bishop on a7 to b8
Black to move. Position is 1q3r1k/1pp3p1/p2p3p/3Ppr2/2P3Q1/1P2RPP1/2P3KP/5R2 b - - 4 31. What is the best move?,queen on b8 to d8
White to move. Position is 3q1r1k/1pp3p1/p2p3p/3Ppr2/2P1Q3/1P2RPP1/2P4P/5RK1 w - - 1 30. What is the best move?,pawn on c4 to c5
White to move. Position is 3qkb1r/1r3ppp/p2ppn2/4n3/N2N4/8/1PP1QPPP/R1BR2K1 w k - 0 15. What is the best move?,queen on e2 captures pawn on a6
White to move. Position is r3kb1r/1b1p1pp1/p1q1p3/1p5p/4PPn1/P1NBB3/1PP1Q1PP/R4RK1 w kq - 1 13. What is the best move?,bishop on e3 to d2
Black to move. Position is 5rk1/1bqn2pp/p3p3/P1pp1p2/4nP2/2P1QBN1/2P3PP/R4RK1 b - - 0 19. What is the best move?,pawn on c5 to c4
Black to move. Position is 8/p3n3/1p1p1kbp/8/3P1PP1/PBP1N1K1/8/8 b - - 0 44. What is the best move?,bishop on g6 to e4
Black to move. Position is r1bqkbnr/pp2pp1p/2np2p1/2p5/2B1PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq - 1 5. What is the best move?,bishop on f8 to g7
White to move. Position is r4r2/1pq2pk1/pb5p/4nb2/2BP2p1/3Q2P1/PP1N2PP/R4RK1 w - - 0 20. What is the best move?,queen on d3 captures bishop on f5
White to move. Position is 4r1k1/p4p2/1p1q2p1/2p4p/P2b4/1P3B2/2Q1rPPP/5RK1 w - - 0 26. What is the best move?,bishop on f3 captures rook on e2
Black to move. Position is 8/p3rkpp/2pb1n2/2N4b/1PP1pp2/P1B4P/5PP1/1R2R1K1 b - - 2 33. What is the best move?,bishop on d6 captures knight on c5
White to move. Position is 8/8/8/4p1Nr/1p1kP3/1P6/2P1K3/8 w - - 0 55. What is the best move?,knight on g5 to f3
Black to move. Position is r1br2k1/2q2p1p/1n2p1p1/p1NpP3/2P2P2/1P1B2P1/P4Q1P/4RRK1 b - - 2 23. What is the best move?,pawn on d5 captures pawn on c4
White to move. Position is r1b1kbnr/2qp1ppp/p1p1p3/8/4P3/2NB4/PPP2PPP/R1BQK2R w KQkq - 0 8. What is the best move?,queen on d1 to e2
Black to move. Position is 8/R5R1/5pk1/4p2p/8/6PK/2rr3P/8 b - - 0 52. What is the best move?,king on g6 to f5
White to move. Position is rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2. What is the best move?,pawn on d2 to d4
White to move. Position is r1b2rk1/3nppbp/pq1p1np1/2pP4/P3P3/2N5/1P1N1PPP/R1BQKB1R w KQ - 2 11. What is the best move?,knight on d2 to c4
Black to move. Position is r1bq1rk1/pp4bp/2n1pPp1/3p4/3p1P2/1B1P4/PPPBN1PP/R3QRK1 b - - 0 14. What is the best move?,bishop on g7 captures pawn on f6
Black to move. Position is 3q3r/r5kp/p2p2p1/1p1Nn1b1/4P3/7B/PPP1Q2P/1K1R3R b - - 5 21. What is the best move?,rook on h8 to f8
White to move. Position is rnb1k2r/1pq1bppp/p2ppn2/6B1/3NPP2/2N2Q2/PPP3PP/R3KB1R w KQkq - 3 9. What is the best move?,castling queenside
Black to move. Position is r1bqr1k1/pp1nbpp1/2p2n1p/3p4/3P4/2NBPNB1/PPQ2PPP/R4RK1 b - - 7 12. What is the best move?,pawn on a7 to a6
Black to move. Position is 5r2/1B2p1bk/5qp1/PNp2b2/2P3p1/4QpP1/3R4/4B1K1 b - - 3 39. What is the best move?,bishop on f5 to e6
White to move. Position is r3q1k1/ppp2ppp/2nb2b1/6N1/2BP1B2/P1P5/5PPP/R2Q2K1 w - - 2 18. What is the best move?,bishop on f4 captures bishop on d6
White to move. Position is r1bq1rk1/pp1n2pp/2p1p3/3p2b1/2PPpB2/P1N1P3/1PQ1BPPP/R4RK1 w - - 3 13. What is the best move?,pawn on f2 to f3
White to move. Position is 3r2k1/2R3p1/5p1p/3bp3/1P2P3/1r4P1/5R1P/5K2 w - - 0 42. What is the best move?,pawn on e4 captures bishop on d5
White to move. Position is r1bqk2r/1p2bppp/p1nppn2/8/P2NP3/2N1B3/1PP1BPPP/R2QK2R w KQkq - 1 9. What is the best move?,pawn on f2 to f4
White to move. Position is 8/1r6/6pp/2kNp3/1p2P1P1/1P2K3/2P4P/8 w - - 1 46. What is the best move?,pawn on h2 to h4
White to move. Position is 8/5pk1/p4q2/2p4p/P1PbB1p1/6P1/5r1P/3Q2RK w - - 5 39. What is the best move?,pawn on a4 to a5
White to move. Position is r1q1r1k1/1p3pp1/p1p2n2/2Nn4/PPQN2b1/6p1/3RPP1P/2R3KB w - - 0 24. What is the best move?,pawn on h2 captures pawn on g3
White to move. Position is 3rk2r/2q2pp1/p2p1b1p/1p1bp3/4P3/P4P2/1PPQ2PP/1K1R1B1R w k - 0 19. What is the best move?,queen on d2 captures bishop on d5
Black to move. Position is 1B6/p7/1b6/1P1k4/3p4/8/P5PP/5K2 b - - 5 45. What is the best move?,pawn on d4 to d3
Black to move. Position is 8/8/8/2N1p2r/1p2k3/1P6/2P1K3/8 b - - 1 56. What is the best move?,king on e4 to d4
Black to move. Position is 8/6k1/2Rp2pp/4p3/P5P1/3PK2P/Pr6/8 b - - 4 34. What is the best move?,rook on b2 captures pawn on a2
Black to move. Position is 2b5/R3rkp1/1p1RB2p/8/1P3r2/5P2/6PP/6K1 b - - 0 33. What is the best move?,bishop on c8 captures bishop on e6
Black to move. Position is r3br1k/7p/5Rp1/pq1pN3/1n1p4/1B1P2Q1/1PPB2PP/4R2K b - - 0 28. What is the best move?,rook on f8 captures rook on f6
White to move. Position is 2rqkb1r/pp3pp1/2n3b1/1N1NnpPp/7P/8/PPP3B1/R1BQK2R w KQk - 2 15. What is the best move?,queen on d1 to e2
Black to move. Position is 8/4r3/8/8/1P6/4pR2/1K2B1k1/8 b - - 0 63. What is the best move?,rook on e7 to e4
Black to move. Position is 7k/5p1p/p7/3Bp3/RN2Pp2/1KP1bP2/1PQ4q/5br1 b - - 7 31. What is the best move?,queen on h2 captures queen on c2
White to move. Position is 3r1rk1/2q2pp1/p2p3p/1pbQp3/4P3/P1P2P2/1PB3PP/1K1R3R w - - 5 23. What is the best move?,pawn on b2 to b4
White to move. Position is 2kr3r/2pn1ppp/ppp5/8/3RPP2/2P1B3/P1P1K1PP/7R w - - 1 17. What is the best move?,pawn on e4 to e5
White to move. Position is rn3r2/4ppkp/pp4p1/8/3N4/1P4P1/P3PPKP/R4R2 w - - 0 16. What is the best move?,rook on a1 to c1
White to move. Position is 1r4k1/5ppp/p3p3/4P3/P6b/1N6/1P4PP/3R3K w - - 0 29. What is the best move?,knight on b3 to c5
Black to move. Position is 8/pb3k1p/1p3p1B/2p1nQ2/6PP/1P2N1K1/P4P2/7q b - - 8 41. What is the best move?,queen on h1 to g1
Black to move. Position is 2r2rk1/4qppp/p3p3/1p1b4/1P2n3/P2RP3/1Q1NBPPP/3R2K1 b - - 6 22. What is the best move?,pawn on f7 to f5
White to move. Position is rnbqkb1r/pp1ppppp/8/2pnP3/8/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 4. What is the best move?,pawn on d2 to d4
Black to move. Position is r4qk1/p3Bppr/np2p3/2ppP1Qp/3n1N1P/P2P2R1/5PP1/R3K3 b Q - 1 23. What is the best move?,queen on f8 to b8
Black to move. Position is r1bq1rk1/1p1nbpp1/p1p1pn1p/8/2BP1B2/P1N1PN1P/1P3PP1/2RQK2R b K - 0 11. What is the best move?,pawn on b7 to b5
Black to move. Position is r4rk1/3b3p/1p2pbp1/p1qp4/Pn1p1P2/1B1P1NQ1/1PPB2PP/4RR1K b - - 3 23. What is the best move?,queen on c5 to d6
White to move. Position is 8/5r2/7p/2kNp1pP/1p2P1P1/1P2K3/2P5/8 w - - 1 48. What is the best move?,king on e3 to e2
White to move. Position is r1bqkb1r/1p1n1ppp/p2ppn2/8/3NP3/2N1B3/PPP1BPPP/R2QK2R w KQkq - 0 8. What is the best move?,pawn on a2 to a4
White to move. Position is r5k1/1pq2pp1/2p2n2/1PNn4/2QN2b1/4r1P1/3RPP2/2R3KB w - - 1 27. What is the best move?,bishop on h1 to f3
Black to move. Position is r1bqkb1r/1p3ppp/p1nppn2/6B1/3NP3/2N5/PPPQ1PPP/2KR1B1R b kq - 1 8. What is the best move?,bishop on c8 to d7
Black to move. Position is r2q1rk1/p4ppp/bpn1pn2/2bp4/2P5/1PN3P1/PB1NPPBP/R2Q1RK1 b - - 5 11. What is the best move?,rook on a8 to c8
Black to move. Position is 2kr2nr/1pp2ppp/p1p5/8/1b2P1b1/2N1B3/PPP1NPPP/R3K2R b KQ - 4 10. What is the best move?,bishop on g4 captures knight on e2
White to move. Position is 4rr2/5pk1/6p1/p2Rp1b1/1p2P3/PBP2P2/1P6/1K3R2 w - - 0 32. What is the best move?,pawn on c3 captures pawn on b4
White to move. Position is r1b3k1/5p1p/2q1p1p1/p1N1P3/2PQ1P2/6P1/P1r4P/1R3RK1 w - - 6 29. What is the best move?,rook on f1 to f2
Black to move. Position is r1bqk1nr/pppp1pbp/2n3p1/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 2 6. What is the best move?,pawn on d7 to d6
White to move. Position is r2qr1k1/p1b2ppp/2p1p1b1/2pn4/4N3/3P1N1P/PPP2PP1/R1BQR1K1 w - - 11 15. What is the best move?,knight on e4 captures pawn on c5
Black to move. Position is r1bqkbnr/pp1ppp1p/2n3p1/8/2PNP3/8/PP3PPP/RNBQKB1R b KQkq - 0 5. What is the best move?,knight on g8 to f6
Black to move. Position is r1r5/pp1qnkpp/4Np2/3p4/6Q1/8/PP3PPP/2R1R1K1 b - - 5 20. What is the best move?,pawn on g7 to g6
Black to move. Position is 4r1k1/p4pp1/1nR1pn1p/2B1N2P/3r4/8/PP3PP1/4R1K1 b - - 1 26. What is the best move?,rook on d4 to a4
Black to move. Position is 5rk1/ppQ2p1p/3p2p1/4n3/8/4R1PP/5PBK/3q4 b - - 3 31. What is the best move?,queen on d1 to d2
Black to move. Position is r5k1/pbQ3b1/1p3p2/2p2qpp/8/2P1B3/PP3NPP/3R2K1 b - - 1 28. What is the best move?,bishop on b7 to d5
White to move. Position is rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2. What is the best move?,pawn on c2 to c4
Black to move. Position is r1bqk2r/2p2ppp/pbnp1n2/1p2p3/P2PP3/2P2N2/1PB2PPP/RNBQ1RK1 b kq - 0 9. What is the best move?,bishop on c8 to b7
White to move. Position is 8/4r3/8/8/8/1P2pR2/1K2B1k1/8 w - - 3 63. What is the best move?,pawn on b3 to b4
Black to move. Position is rnbqkb1r/ppp2ppp/4pn2/6B1/3PN3/8/PPP2PPP/R2QKBNR b KQkq - 0 5. What is the best move?,bishop on f8 to e7
Black to move. Position is 8/2p3pk/1p1p1r1p/3Pp3/1PP3K1/2R2PP1/1R5P/r7 b - - 0 43. What is the best move?,rook on a1 to d1
White to move. Position is r1bqkb1r/pp1p1ppp/2n2n2/4p3/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6. What is the best move?,knight on d4 to b5
White to move. Position is 2N3k1/p5p1/4p2p/7n/1r1B4/8/1n3PP1/1R4K1 w - - 1 35. What is the best move?,bishop on d4 captures knight on b2
White to move. Position is 2r2rk1/4qpp1/pn2p2p/1p6/1P6/PQ1RPP2/6PP/3R1BK1 w - - 0 27. What is the best move?,queen on b3 to b2
White to move. Position is 8/r2nk2p/ppR2pp1/4p3/6P1/1P2P3/P2N1PKP/8 w - - 3 25. What is the best move?,knight on d2 to e4
Black to move. Position is rnbq1rk1/pp3pbp/1n2p1p1/2pP4/4P3/2N3P1/PP2NPBP/R1BQ1RK1 b - - 3 10. What is the best move?,pawn on e6 captures pawn on d5
White to move. Position is 3r4/pb3k1p/1p1PqppB/2p2n2/1n3Q1P/1PN3PB/P4P1K/3R4 w - - 3 30. What is the best move?,knight on c3 to b5
Black to move. Position is 5r2/R2k3p/2b3p1/4p3/P3N3/4K1P1/7P/8 b - - 1 46. What is the best move?,king on d7 to e6
Black to move. Position is 2rqr1k1/1p2ppbp/3pbnp1/pP2n3/N1P1P3/N3BP2/P2QB1PP/2RR2K1 b - - 2 18. What is the best move?,knight on f6 to d7
White to move. Position is r1r2k2/1b3ppp/3ppn2/pBq5/P3P3/2N2P2/1P4PP/3RQR1K w - - 3 20. What is the best move?,pawn on h2 to h3
Black to move. Position is 1r3rk1/4qp1p/p2p2n1/3P1Q2/2R1Pp2/1B6/P5PP/5R1K b - - 7 27. What is the best move?,pawn on a6 to a5
White to move. Position is r2q1rk1/1b1nbppp/pp1p1n2/4p3/P3P3/1NN1B3/1PP1BPPP/R2Q1R1K w - - 2 12. What is the best move?,pawn on f2 to f3
White to move. Position is 8/8/6N1/3k4/7p/3p1P2/6K1/8 w - - 0 76. What is the best move?,king on g2 to f2
Black to move. Position is 5r2/1b1rRNkp/q2P2p1/1pp5/8/2Q4P/PP3PP1/R5K1 b - - 1 24. What is the best move?,king on g7 to g8
Black to move. Position is R1nb1r1k/2q2ppp/2Np4/1p1Bp3/4P3/2P2Q1P/1P3PP1/6K1 b - - 13 25. What is the best move?,pawn on g7 to g6
White to move. Position is 1r4k1/2R3p1/4bp1p/4p3/1P2P3/3rN1P1/6KP/5R2 w - - 0 33. What is the best move?,knight on e3 to f5
White to move. Position is 3k4/pr3ppp/8/8/1b2RB2/1P1p1P2/P4P1P/4K3 w - - 2 33. What is the best move?,king on e1 to d1
Black to move. Position is rnbqkbnr/pp1p1ppp/4p3/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4. What is the best move?,knight on b8 to c6
Black to move. Position is 6r1/1b2kp2/p3pp1Q/1pb1qP2/8/2P1p1P1/PPB1R1P1/4R2K b - - 0 29. What is the best move?,rook on g8 captures pawn on g3
White to move. Position is 3r4/1pr2pk1/1p3n1p/1b1pRB2/1N1P2P1/P4PK1/1P6/7R w - - 7 41. What is the best move?,bishop on f5 to b1
Black to move. Position is r4rk1/1b2qppp/p3p3/1pnn4/1P6/P1N1PN2/Q3BPPP/2RR2K1 b - - 0 18. What is the best move?,knight on d5 captures knight on c3
Black to move. Position is 2k5/pp4pp/1nnb4/3q4/3P1P2/N1P5/4R1PP/1RB4K b - - 4 26. What is the best move?,queen on d5 to f5
Black to move. Position is r2q1n1r/1b2bk2/p3p1p1/1p1pPp1p/1P1N1P2/P2PB3/3NQ1PP/2R2RK1 b - - 1 21. What is the best move?,rook on a8 to c8
Black to move. Position is r1bqk2r/3n1ppp/p3p3/1pbpP3/5P2/3P1N2/PP1BQ1PP/R2NK2R b KQkq - 0 12. What is the best move?,pawn on a6 to a5
White to move. Position is rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2. What is the best move?,knight on g1 to f3
White to move. Position is B1br2k1/4bppp/p3p3/p2nq3/3n4/8/1PP3PP/R2Q1RBK w - - 0 21. What is the best move?,bishop on g1 captures knight on d4
Black to move. Position is 4rnk1/pb2qp1p/1p3P2/3p4/1p1Q4/1Pr2NP1/P3P1BP/R3R2K b - - 0 25. What is the best move?,queen on e7 to e4
White to move. Position is 1r4k1/2pb1pp1/q1pp1n1p/4p3/rP2P3/P2P2P1/1BRNQPKP/R7 w - - 5 24. What is the best move?,rook on a1 to c1
Black to move. Position is 8/7p/P2k2p1/4Rb1r/3B1R2/4P3/3n2K1/8 b - - 0 51. What is the best move?,bishop on f5 to e6
Black to move. Position is 8/8/6N1/3k4/7p/3p1P2/5K2/8 b - - 1 76. What is the best move?,king on d5 to c4
Black to move. Position is r6r/1pk2pp1/p3p2p/2qn4/Q2N3P/1R6/PPP2PP1/2KR4 b - - 3 19. What is the best move?,knight on d5 to b6
Black to move. Position is 1r3rk1/5p1p/p2p1qn1/3P1Q2/4Pp2/1B6/P5PP/2R2R1K b - - 5 26. What is the best move?,queen on f6 to e7
Black to move. Position is r1q1r1k1/1p3pp1/p1p2n2/2Nn4/PPQN2bp/6P1/3RPP1P/2R3KB b - - 0 23. What is the best move?,queen on c8 to c7
Black to move. Position is 8/2p3p1/1p1p4/3P1k1p/1PP2r2/3K4/2R4P/8 b - - 3 53. What is the best move?,rook on f4 to f3
Black to move. Position is rnbqkbnr/pp1p1ppp/4p3/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4. What is the best move?,knight on b8 to c6
Black to move. Position is 5k2/p3r1pp/2p2n2/2N1bp1b/2P1p3/P3B2P/1P3PP1/1R2R1K1 b - - 7 30. What is the best move?,king on f8 to f7
White to move. Position is r5k1/1B2p1b1/5qp1/PNp2b2/2P2pp1/1Q6/6P1/2RrB1K1 w - - 0 36. What is the best move?,rook on c1 captures rook on d1
White to move. Position is 4rrk1/p5p1/2R5/3pPpbq/4bQ2/1P3PP1/PB2N1K1/4R3 w - - 1 29. What is the best move?,pawn on f3 captures bishop on e4
Black to move. Position is r1b1k2r/2qnbppp/p2pp3/1p3PP1/3NP3/2N2Q2/PPP4P/2KR1B1R b kq - 0 13. What is the best move?,castling kingside
White to move. Position is r4rk1/pb2qppp/1p6/2npP3/1p3P2/1P1Q2P1/P2NP1BP/R1R3K1 w - - 1 17. What is the best move?,queen on d3 to e3
Black to move. Position is r3k1nr/pp1bqpbp/2n5/1B2P1p1/4Q3/2N3B1/PP3PPP/R3K1NR b KQkq - 0 11. What is the best move?,pawn on a7 to a6
White to move. Position is rnb1k1nr/pp1pppbp/6p1/q1p5/3P4/2P3P1/PP2PPBP/RNBQK1NR w KQkq - 1 5. What is the best move?,knight on g1 to f3
Black to move. Position is rn1qkbnr/pp2ppp1/2p3bp/8/3P3P/5NN1/PPP2PP1/R1BQKB1R b KQkq - 1 7. What is the best move?,knight on b8 to d7
White to move. Position is r1r2k2/pp1qR2p/5pp1/3p2N1/6Q1/8/PP3PPP/2R3K1 w - - 1 23. What is the best move?,rook on e7 to f7
Black to move. Position is r3k2r/1b1p1pp1/p1q1p3/1p5p/3bPPn1/P1NB4/1PPBQ1PP/4RR1K b kq - 6 15. What is the best move?,queen on c6 to b6
White to move. Position is 8/1r1nk2p/ppR2pp1/4p3/4N1P1/1P2P3/P4PKP/8 w - - 5 26. What is the best move?,king on g2 to f3
White to move. Position is 3qkb1r/1brn1ppp/p2ppn2/8/N2NP3/5B2/1PP1QPPP/R1BR2K1 w k - 1 13. What is the best move?,pawn on e4 to e5
White to move. Position is 5k2/p4q2/1b1N4/1P1p3r/8/6B1/P5PP/4R2K w - - 0 40. What is the best move?,knight on d6 captures queen on f7
Black to move. Position is r1b1k2r/1pqp1ppp/p3pB2/2b5/4P3/2NB4/PPP2PPP/R2Q1RK1 b kq - 0 10. What is the best move?,pawn on g7 captures bishop on f6
White to move. Position is r5k1/pb3qb1/1p3p2/2pr1Ppp/8/2P1B1Q1/PP3NPP/3RR1K1 w - - 4 26. What is the best move?,pawn on h2 to h4
Black to move. Position is rnbqkbnr/pppp1ppp/8/4p3/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 1 2. What is the best move?,pawn on e5 to e4
White to move. Position is r5k1/pp1bppbp/q2p2p1/B2P4/6n1/6P1/PP1QPPBP/R1N3K1 w - - 1 19. What is the best move?,knight on c1 to d3
White to move. Position is r2q1rk1/2pb4/3p2pp/p1pPbp2/2P1PR2/2NN4/PPQ3PP/4R1K1 w - - 1 19. What is the best move?,knight on d3 captures bishop on e5
Black to move. Position is rnbqkbnr/pp2pppp/2p5/8/3PN3/8/PPP2PPP/R1BQKBNR b KQkq - 0 4. What is the best move?,knight on g8 to f6
Black to move. Position is 5k2/p4R2/1b1N2q1/1P1p3r/8/6B1/P5PP/4R2K b - - 0 39. What is the best move?,queen on g6 captures rook on f7
Black to move. Position is r4k2/2Rn1p1p/p2r2p1/3p4/1P6/3B1P2/P3RKPP/8 b - - 1 26. What is the best move?,pawn on d5 to d4
White to move. Position is r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3. What is the best move?,pawn on d2 to d4
White to move. Position is r5k1/1N3pp1/4b3/4n3/8/4rNPK/2RRn1B1/8 w - - 6 36. What is the best move?,king on h3 to h2
Black to move. Position is r1b1k2r/pp3p2/2n1p1Bp/q1npP3/3B2Q1/P1P5/2P1NPPP/R4RK1 b kq - 0 14. What is the best move?,rook on h8 to g8
Black to move. Position is rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq - 5 5. What is the best move?,pawn on d5 captures pawn on c4
Black to move. Position is r2qkb1r/p4ppp/2Q1p3/1n1n4/8/2N2P2/PP3P1P/R1B1K2R b KQkq - 1 12. What is the best move?,king on e8 to e7
Black to move. Position is 8/R4Rpk/5p2/4p2p/6r1/6PK/3r3P/8 b - - 5 48. What is the best move?,king on h7 to h6
Black to move. Position is b2r2k1/4Q2p/p6q/P1p5/5ppP/2P5/2P2R1K/6N1 b - - 1 34. What is the best move?,rook on d8 to f8
Black to move. Position is rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on c7 to c5
White to move. Position is 7r/p2r1ppp/5b2/3p1k2/3R4/4BP2/PP3P1P/2R3K1 w - - 12 22. What is the best move?,rook on d4 to f4
Black to move. Position is r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4. What is the best move?,knight on g8 to f6
White to move. Position is rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5. What is the best move?,knight on b1 to c3
